"DEG_WBID","DEG_geneName","cluster_index","GEP_name"
"WBGene00021035","W05F2.3",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00020391","cct-7",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00020696","pygl-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00003777","nmy-2",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00011376","gla-3",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00010281","F58G11.3",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00022300","Y76B12C.6",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00018586","ubxn-3",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00006626","tsn-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00020463","cec-6",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00020246","clic-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00002000","hrpr-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00044258","Y57G11C.51",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00021890","Y54G2A.26",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00003159","mcm-7",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00011605","sftb-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00012156","ebp-2",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00003921","par-6",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00018090","F36D4.5",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00006802","unc-69",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00012000","T24H10.1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00001225","eif-3.B",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00022074","Y69A2AR.1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00019983","sti-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00003914","pam-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00007352","cdc-48.1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00010785","top-2",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00004458","rpn-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00001999","hrpa-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00004459","rpn-2",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00006933","vps-35",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00004307","rap-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00001978","hmp-1",66,"Germline #3 gene expression and nuclear proteins"
"WBGene00004413","rpl-2",101,"Ribosome"
"WBGene00004488","rps-19",101,"Ribosome"
"WBGene00004415","rpl-4",101,"Ribosome"
"WBGene00004480","rps-11",101,"Ribosome"
"WBGene00004430","rpl-18",101,"Ribosome"
"WBGene00016493","C37A2.7",101,"Ribosome"
"WBGene00004440","rpl-26",101,"Ribosome"
"WBGene00004442","rpl-28",101,"Ribosome"
"WBGene00004472","rps-3",101,"Ribosome"
"WBGene00004494","rps-25",101,"Ribosome"
"WBGene00004470","rps-1",101,"Ribosome"
"WBGene00004425","rpl-13",101,"Ribosome"
"WBGene00004414","rpl-3",101,"Ribosome"
"WBGene00010556","rack-1",101,"Ribosome"
"WBGene00004476","rps-7",101,"Ribosome"
"WBGene00001167","eef-2",101,"Ribosome"
"WBGene00001168","eef-1A.1",101,"Ribosome"
"WBGene00004471","rps-2",101,"Ribosome"
"WBGene00004433","rpl-21",101,"Ribosome"
"WBGene00004445","rpl-31",101,"Ribosome"
"WBGene00004496","rps-27",101,"Ribosome"
"WBGene00004469","rps-0",101,"Ribosome"
"WBGene00004417","rpl-6",101,"Ribosome"
"WBGene00004418","rpl-7",101,"Ribosome"
"WBGene00004447","rpl-33",101,"Ribosome"
"WBGene00004492","rps-23",101,"Ribosome"
"WBGene00004410","rla-2",101,"Ribosome"
"WBGene00004498","rps-29",101,"Ribosome"
"WBGene00021350","Y37E3.8",101,"Ribosome"
"WBGene00004435","rpl-23",101,"Ribosome"
"WBGene00004449","rpl-35",101,"Ribosome"
"WBGene00004446","rpl-32",101,"Ribosome"
"WBGene00044932","Y37E3.22",101,"Ribosome"
"WBGene00004475","rps-6",101,"Ribosome"
"WBGene00004478","rps-9",101,"Ribosome"
"WBGene00004439","rpl-25.2",101,"Ribosome"
"WBGene00004431","rpl-19",101,"Ribosome"
"WBGene00004499","rps-30",101,"Ribosome"
"WBGene00004441","rpl-27",101,"Ribosome"
"WBGene00004473","rps-4",101,"Ribosome"
"WBGene00006728","ubq-2",101,"Ribosome"
"WBGene00006725","ubl-1",101,"Ribosome"
"WBGene00004427","rpl-15",117,"Ribosome"
"WBGene00004487","rps-18",117,"Ribosome"
"WBGene00004490","rps-21",117,"Ribosome"
"WBGene00004420","rpl-9",117,"Ribosome"
"WBGene00004432","rpl-20",117,"Ribosome"
"WBGene00004448","rpl-34",117,"Ribosome"
"WBGene00004479","rps-10",117,"Ribosome"
"WBGene00004456","rpl-43",117,"Ribosome"
"WBGene00004474","rps-5",117,"Ribosome"
"WBGene00004408","rla-0",117,"Ribosome"
"WBGene00004428","rpl-16",117,"Ribosome"
"WBGene00012179","W01D2.1",117,"Ribosome"
"WBGene00004409","rla-1",117,"Ribosome"
"WBGene00004491","rps-22",117,"Ribosome"
"WBGene00004436","rpl-24.1",117,"Ribosome"
"WBGene00004493","rps-24",117,"Ribosome"
"WBGene00004416","rpl-5",117,"Ribosome"
"WBGene00004429","rpl-17",117,"Ribosome"
"WBGene00004482","rps-13",117,"Ribosome"
"WBGene00004434","rpl-22",117,"Ribosome"
"WBGene00004444","rpl-30",117,"Ribosome"
"WBGene00004419","rpl-7A",117,"Ribosome"
"WBGene00004495","rps-26",117,"Ribosome"
"WBGene00003176","mec-14",117,"Ribosome"
"WBGene00004450","rpl-36",117,"Ribosome"
"WBGene00004483","rps-14",117,"Ribosome"
"WBGene00004485","rps-16",117,"Ribosome"
"WBGene00018846","eef-1B.1",117,"Ribosome"
"WBGene00023469","C16A3.11",117,"Ribosome"
"WBGene00004497","rps-28",117,"Ribosome"
"WBGene00004452","rpl-38",117,"Ribosome"
"WBGene00004481","rps-12",117,"Ribosome"
"WBGene00003902","pab-1",117,"Ribosome"
"WBGene00004484","rps-15",117,"Ribosome"
"WBGene00002059","ife-1",117,"Ribosome"
"WBGene00004453","rpl-39",117,"Ribosome"
"WBGene00004984","spn-4",33,NA
"WBGene00012360","tat-3",33,NA
"WBGene00010056","smc-6",33,NA
"WBGene00004110","pqn-20",33,NA
"WBGene00019608","ani-2",33,NA
"WBGene00002229","klp-19",33,NA
"WBGene00001563","gei-6",33,NA
"WBGene00007092","B0001.7",33,NA
"WBGene00009270","F30F8.1",33,NA
"WBGene00009553","hinf-1",33,NA
"WBGene00001110","duo-1",33,NA
"WBGene00009661","patr-1",33,NA
"WBGene00021681","Y48G1C.8",33,NA
"WBGene00000548","clr-1",33,NA
"WBGene00022831","cec-10",33,NA
"WBGene00003622","nhr-23",33,NA
"WBGene00003504","mut-7",33,NA
"WBGene00013214","Y54G11A.3",33,NA
"WBGene00001860","him-1",33,NA
"WBGene00022603","gck-2",33,NA
"WBGene00008061","mina-1",33,NA
"WBGene00010731","K10C3.4",33,NA
"WBGene00014208","znfx-1",33,NA
"WBGene00007975","gls-1",33,NA
"WBGene00004738","scc-3",33,NA
"WBGene00004726","sas-4",33,NA
"WBGene00011720","T11G6.5",33,NA
"WBGene00013578","scav-2",33,NA
"WBGene00004060","pmp-3",33,NA
"WBGene00008685","mon-2",33,NA
"WBGene00015146","abi-1",33,NA
"WBGene00015091","B0261.1",33,NA
"WBGene00019600","rga-3",33,NA
"WBGene00012641","epg-6",33,NA
"WBGene00015083","egg-1",33,NA
"WBGene00015330","C02B10.5",33,NA
"WBGene00004775","sep-1",33,NA
"WBGene00003083","lst-1",33,NA
"WBGene00000772","cpb-3",33,NA
"WBGene00006808","unc-76",33,NA
"WBGene00010621","egg-6",33,NA
"WBGene00007028","trr-1",33,NA
"WBGene00008780","hxk-1",33,NA
"WBGene00045419","lsy-12",33,NA
"WBGene00009285","F31C3.3",33,NA
"WBGene00002240","ksr-2",33,NA
"WBGene00012543","nkcc-1",33,NA
"WBGene00018967","ddx-15",33,NA
"WBGene00000423","ced-9",33,NA
"WBGene00009368","pole-1",33,NA
"WBGene00003783","nos-1",33,NA
"WBGene00021192","Y14H12B.2",33,NA
"WBGene00007168","B0393.3",33,NA
"WBGene00004355","rha-1",33,NA
"WBGene00001514","xnd-1",33,NA
"WBGene00013419","Y65A5A.2",33,NA
"WBGene00018316","F41H10.3",33,NA
"WBGene00017931","picc-1",33,NA
"WBGene00022854","cin-4",33,NA
"WBGene00004254","pxf-1",33,NA
"WBGene00019400","K04G7.1",33,NA
"WBGene00020843","T27A3.7",33,NA
"WBGene00021376","blos-7",33,NA
"WBGene00008580","dsb-1",33,NA
"WBGene00013688","riok-2",33,NA
"WBGene00012723","Y39G8B.2",33,NA
"WBGene00012984","Y48B6A.13",33,NA
"WBGene00013465","Y67H2A.10",33,NA
"WBGene00002144","inx-22",33,NA
"WBGene00014015","panl-3",33,NA
"WBGene00013193","Y54E2A.8",33,NA
"WBGene00002034","htp-3",33,NA
"WBGene00004332","rec-1",33,NA
"WBGene00000794","crn-1",33,NA
"WBGene00022376","Y94H6A.3",33,NA
"WBGene00004891","smr-1",33,NA
"WBGene00011206","R10E4.11",33,NA
"WBGene00013792","rad-54.B",33,NA
"WBGene00004374","rme-2",33,NA
"WBGene00006638","tsp-12",67,NA
"WBGene00008218","nasp-2",67,NA
"WBGene00000875","cyk-4",67,NA
"WBGene00000863","cya-1",67,NA
"WBGene00015504","simr-1",67,NA
"WBGene00016291","C31H1.8",67,NA
"WBGene00022420","wdr-4",67,NA
"WBGene00014113","hpo-40",67,NA
"WBGene00021200","cyp-31A3",67,NA
"WBGene00006739","ulp-4",67,NA
"WBGene00004042","plk-1",67,NA
"WBGene00010080","F55A11.7",67,NA
"WBGene00020375","pigv-1",67,NA
"WBGene00000275","bub-1",67,NA
"WBGene00002368","let-99",67,NA
"WBGene00009284","F31C3.2",67,NA
"WBGene00007445","C08F8.3",67,NA
"WBGene00002214","klc-1",67,NA
"WBGene00004380","rnf-1",67,NA
"WBGene00015635","C09D4.4",67,NA
"WBGene00006733","ufd-1",67,NA
"WBGene00000257","bmk-1",67,NA
"WBGene00016392","sdha-2",67,NA
"WBGene00015698","kca-1",67,NA
"WBGene00020464","tebp-2",67,NA
"WBGene00010353","memi-3",67,NA
"WBGene00001829","hcp-1",67,NA
"WBGene00009448","zfp-2",67,NA
"WBGene00011302","R166.2",67,NA
"WBGene00007534","fubl-1",67,NA
"WBGene00017641","csr-1",67,NA
"WBGene00017066","maco-1",67,NA
"WBGene00001340","etr-1",67,NA
"WBGene00003034","lin-49",67,NA
"WBGene00008733","F13B12.6",67,NA
"WBGene00001628","gly-3",67,NA
"WBGene00001598","glh-1",67,NA
"WBGene00005024","sqv-6",67,NA
"WBGene00021502","Y40D12A.1",67,NA
"WBGene00019510","K07H8.10",67,NA
"WBGene00004946","sop-3",67,NA
"WBGene00019019","frpr-10",67,NA
"WBGene00220015","K09H9.11",67,NA
"WBGene00011063","cpg-3",67,NA
"WBGene00015466","hyls-1",67,NA
"WBGene00045192","aho-3",67,NA
"WBGene00007186","B0464.6",67,NA
"WBGene00011503","gcc-2",67,NA
"WBGene00016408","prmt-5",67,NA
"WBGene00000567","cnx-1",67,NA
"WBGene00022883","ZK1248.15",67,NA
"WBGene00009919","kbrl-1",67,NA
"WBGene00014096","ZK829.7",67,NA
"WBGene00009404","F35C11.5",67,NA
"WBGene00303021","F02A9.10",67,NA
"WBGene00003209","mel-26",67,NA
"WBGene00022182","swsn-3",67,NA
"WBGene00011488","nra-2",67,NA
"WBGene00013381","cyp-31A5",67,NA
"WBGene00022034","deps-1",28,NA
"WBGene00021921","rbm-39",28,NA
"WBGene00006381","tac-1",28,NA
"WBGene00016163","C27D9.1",28,NA
"WBGene00019543","cif-1",28,NA
"WBGene00018948","F56C9.3",28,NA
"WBGene00017749","rpoa-49",28,NA
"WBGene00017929","grld-1",28,NA
"WBGene00001031","dnj-13",28,NA
"WBGene00015145","arle-14",28,NA
"WBGene00011730","drr-2",28,NA
"WBGene00007188","B0464.9",28,NA
"WBGene00015817","C16A11.4",28,NA
"WBGene00008035","C39E9.12",28,NA
"WBGene00001061","dpl-1",28,NA
"WBGene00011638","ostb-1",28,NA
"WBGene00013729","Y111B2A.3",28,NA
"WBGene00015540","sams-4",28,NA
"WBGene00020264","acl-8",28,NA
"WBGene00010363","H04D03.2",28,NA
"WBGene00003952","pbs-6",28,NA
"WBGene00000387","cdc-25.2",28,NA
"WBGene00021191","Y14H12B.1",28,NA
"WBGene00020629","T20F5.7",28,NA
"WBGene00001162","efl-2",28,NA
"WBGene00022381","ubxn-2",28,NA
"WBGene00022232","exos-2",28,NA
"WBGene00022774","swsn-6",28,NA
"WBGene00003584","ndx-7",28,NA
"WBGene00020999","W03F9.1",28,NA
"WBGene00000473","cey-2",28,NA
"WBGene00006829","unc-101",28,NA
"WBGene00021270","pid-3",28,NA
"WBGene00017825","cee-1",28,NA
"WBGene00022368","Y92H12BR.2",28,NA
"WBGene00015515","spdl-1",28,NA
"WBGene00021155","Y4C6B.1",28,NA
"WBGene00006529","tba-2",28,NA
"WBGene00019537","K08D12.3",28,NA
"WBGene00010583","K05C4.7",28,NA
"WBGene00018421","F44E2.8",28,NA
"WBGene00015134","B0304.2",28,NA
"WBGene00013924","rad-23",28,NA
"WBGene00002005","hsp-1",28,NA
"WBGene00021930","Y55F3AM.13",28,NA
"WBGene00012020","gyg-2",28,NA
"WBGene00021959","Y57E12AL.6",28,NA
"WBGene00007762","C27B7.5",28,NA
"WBGene00021486","lbp-9",28,NA
"WBGene00018099","ztf-28",28,NA
"WBGene00022253","hrpf-2",28,NA
"WBGene00021295","Y25C1A.8",28,NA
"WBGene00015976","C18E3.9",28,NA
"WBGene00013095","ing-3",28,NA
"WBGene00018932","mrpl-2",28,NA
"WBGene00011527","cchl-1",28,NA
"WBGene00004917","snr-4",28,NA
"WBGene00007826","C30H6.9",28,NA
"WBGene00017988","fipp-1",28,NA
"WBGene00017132","tofu-6",28,NA
"WBGene00045433","F49D11.10",28,NA
"WBGene00001744","gars-1",28,NA
"WBGene00007012","mdt-4",28,NA
"WBGene00022172","cosa-1",28,NA
"WBGene00017989","nol-10",28,NA
"WBGene00003791","npp-5",28,NA
"WBGene00020757","ucr-2.3",28,NA
"WBGene00022149","lin-65",28,NA
"WBGene00009367","F33H2.3",28,NA
"WBGene00017774","nop-1",28,NA
"WBGene00010663","toca-2",28,NA
"WBGene00011250","R11H6.2",28,NA
"WBGene00017934","F30B5.4",28,NA
"WBGene00013550","Y75B8A.14",28,NA
"WBGene00005020","sqv-2",28,NA
"WBGene00195248","emc-5",28,NA
"WBGene00001030","dnj-12",28,NA
"WBGene00004077","pop-1",28,NA
"WBGene00011051","pfs-2",28,NA
"WBGene00000774","cpf-2",28,NA
"WBGene00001678","gpa-16",28,NA
"WBGene00006396","taf-12",28,NA
"WBGene00020682","T22D1.3",28,NA
"WBGene00012897","pisy-1",55,"Germline RNA binding proteins and translation"
"WBGene00000915","hsp-90",55,"Germline RNA binding proteins and translation"
"WBGene00011350","perm-1",55,"Germline RNA binding proteins and translation"
"WBGene00006708","ubc-13",55,"Germline RNA binding proteins and translation"
"WBGene00000381","cct-6",55,"Germline RNA binding proteins and translation"
"WBGene00016250","hsp-110",55,"Germline RNA binding proteins and translation"
"WBGene00022127","yop-1",55,"Germline RNA binding proteins and translation"
"WBGene00009668","cfim-1",55,"Germline RNA binding proteins and translation"
"WBGene00006697","uaf-1",55,"Germline RNA binding proteins and translation"
"WBGene00015591","cyk-7",55,"Germline RNA binding proteins and translation"
"WBGene00002083","inf-1",55,"Germline RNA binding proteins and translation"
"WBGene00008387","zhp-2",55,"Germline RNA binding proteins and translation"
"WBGene00020896","T28D9.4",55,"Germline RNA binding proteins and translation"
"WBGene00010677","gtbp-1",55,"Germline RNA binding proteins and translation"
"WBGene00003406","mrg-1",55,"Germline RNA binding proteins and translation"
"WBGene00000369","ccf-1",55,"Germline RNA binding proteins and translation"
"WBGene00000517","cki-2",55,"Germline RNA binding proteins and translation"
"WBGene00001233","eif-3.K",55,"Germline RNA binding proteins and translation"
"WBGene00006707","ubc-12",55,"Germline RNA binding proteins and translation"
"WBGene00013006","lin-38",55,"Germline RNA binding proteins and translation"
"WBGene00011636","cec-3",55,"Germline RNA binding proteins and translation"
"WBGene00003123","mag-1",55,"Germline RNA binding proteins and translation"
"WBGene00003803","rae-1",55,"Germline RNA binding proteins and translation"
"WBGene00002061","ife-3",55,"Germline RNA binding proteins and translation"
"WBGene00000378","cct-2",55,"Germline RNA binding proteins and translation"
"WBGene00022042","icd-2",55,"Germline RNA binding proteins and translation"
"WBGene00021359","Y37E11AL.3",55,"Germline RNA binding proteins and translation"
"WBGene00022046","Y66H1A.4",55,"Germline RNA binding proteins and translation"
"WBGene00006924","vig-1",55,"Germline RNA binding proteins and translation"
"WBGene00002045","icd-1",55,"Germline RNA binding proteins and translation"
"WBGene00008384","D1081.6",55,"Germline RNA binding proteins and translation"
"WBGene00001595","gld-1",55,"Germline RNA binding proteins and translation"
"WBGene00000865","cyb-1",55,"Germline RNA binding proteins and translation"
"WBGene00022360","ints-3",55,"Germline RNA binding proteins and translation"
"WBGene00012206","W02B12.11",55,"Germline RNA binding proteins and translation"
"WBGene00001977","hmg-12",55,"Germline RNA binding proteins and translation"
"WBGene00002068","ify-1",55,"Germline RNA binding proteins and translation"
"WBGene00009119","ndk-1",55,"Germline RNA binding proteins and translation"
"WBGene00007681","C18D11.3",55,"Germline RNA binding proteins and translation"
"WBGene00022235","sqd-1",55,"Germline RNA binding proteins and translation"
"WBGene00012964","Y48A6B.3",55,"Germline RNA binding proteins and translation"
"WBGene00017733","ubxn-1",55,"Germline RNA binding proteins and translation"
"WBGene00003230","mex-5",55,"Germline RNA binding proteins and translation"
"WBGene00021093","W08F4.3",55,"Germline RNA binding proteins and translation"
"WBGene00016653","ssb-1",55,"Germline RNA binding proteins and translation"
"WBGene00021934","cct-8",55,"Germline RNA binding proteins and translation"
"WBGene00013727","Y111B2A.1",55,"Germline RNA binding proteins and translation"
"WBGene00007355","rpb-6",55,"Germline RNA binding proteins and translation"
"WBGene00001431","fkb-6",55,"Germline RNA binding proteins and translation"
"WBGene00020894","T28D9.1",55,"Germline RNA binding proteins and translation"
"WBGene00009132","F25H8.2",55,"Germline RNA binding proteins and translation"
"WBGene00003825","ntl-2",55,"Germline RNA binding proteins and translation"
"WBGene00020549","nmt-1",55,"Germline RNA binding proteins and translation"
"WBGene00006703","ubc-6",55,"Germline RNA binding proteins and translation"
"WBGene00003047","lis-1",55,"Germline RNA binding proteins and translation"
"WBGene00004703","rsp-6",55,"Germline RNA binding proteins and translation"
"WBGene00003992","pgl-1",55,"Germline RNA binding proteins and translation"
"WBGene00001231","eif-3.H",55,"Germline RNA binding proteins and translation"
"WBGene00045357","F13A7.14",55,"Germline RNA binding proteins and translation"
"WBGene00022114","Y71F9AL.9",55,"Germline RNA binding proteins and translation"
"WBGene00004412","rpl-1",55,"Germline RNA binding proteins and translation"
"WBGene00010896","M28.5",55,"Germline RNA binding proteins and translation"
"WBGene00001234","eif-6",55,"Germline RNA binding proteins and translation"
"WBGene00018159","F37F2.2",55,"Germline RNA binding proteins and translation"
"WBGene00007705","C25A1.1",55,"Germline RNA binding proteins and translation"
"WBGene00022452","Y110A2AR.1",55,"Germline RNA binding proteins and translation"
"WBGene00011279","asd-1",78,NA
"WBGene00003009","lin-23",78,NA
"WBGene00000836","cul-1",78,NA
"WBGene00003948","pbs-2",78,NA
"WBGene00003228","mex-1",78,NA
"WBGene00001855","hil-4",78,NA
"WBGene00004143","pqn-59",78,NA
"WBGene00022835","ZK973.9",78,NA
"WBGene00001856","hil-5",78,NA
"WBGene00021676","pid-2",78,NA
"WBGene00016173","fust-1",78,NA
"WBGene00016318","C32D5.11",78,NA
"WBGene00002074","ima-3",78,NA
"WBGene00002219","klp-7",78,NA
"WBGene00020762","zer-1",78,NA
"WBGene00019544","miro-1",78,NA
"WBGene00021366","Y37E11AM.2",78,NA
"WBGene00022192","Y71H2B.2",78,NA
"WBGene00006579","tlk-1",78,NA
"WBGene00003062","lpd-6",78,NA
"WBGene00004136","pqn-51",78,NA
"WBGene00000549","cls-2",78,NA
"WBGene00006791","unc-57",78,NA
"WBGene00008546","gfat-1",78,NA
"WBGene00219451","F52D2.12",78,NA
"WBGene00011735","hip-1",78,NA
"WBGene00018781","F54A3.2",78,NA
"WBGene00000812","csk-1",78,NA
"WBGene00010537","mys-2",78,NA
"WBGene00006964","xrn-2",78,NA
"WBGene00002344","let-70",78,NA
"WBGene00019893","sgt-1",78,NA
"WBGene00020798","T25D3.4",78,NA
"WBGene00013000","ddl-2",78,NA
"WBGene00006617","tars-1",78,NA
"WBGene00007089","B0001.4",78,NA
"WBGene00012738","eif-3.J",78,NA
"WBGene00011128","adk-1",78,NA
"WBGene00013168","arp-1",78,NA
"WBGene00018061","arrd-19",78,NA
"WBGene00008959","F19H6.4",78,NA
"WBGene00000182","arf-1.2",78,NA
"WBGene00011645","T09B9.4",78,NA
"WBGene00016002","gyf-1",78,NA
"WBGene00004272","rab-8",78,NA
"WBGene00001041","dnj-23",78,NA
"WBGene00001007","dli-1",78,NA
"WBGene00004116","pqn-27",78,NA
"WBGene00006993","zyg-8",78,NA
"WBGene00004181","pri-2",78,NA
"WBGene00012344","ola-1",78,NA
"WBGene00020374","serp-1.2",78,NA
"WBGene00019693","ostd-1",78,NA
"WBGene00012545","Y37D8A.3",19,NA
"WBGene00013884","ZC412.3",19,NA
"WBGene00001633","gly-8",19,NA
"WBGene00022245","acp-6",19,NA
"WBGene00194674","F23D12.11",19,NA
"WBGene00015802","kynu-1",19,NA
"WBGene00018656","txdc-12.2",19,NA
"WBGene00001702","grd-13",19,NA
"WBGene00001703","grd-14",19,NA
"WBGene00001693","grd-4",19,NA
"WBGene00050914","T12B5.15",19,NA
"WBGene00012457","acbp-6",19,NA
"WBGene00020413","cpg-22",19,NA
"WBGene00000620","col-43",19,NA
"WBGene00050913","T12B5.14",19,NA
"WBGene00008390","D1086.3",19,NA
"WBGene00003539","nas-20",19,NA
"WBGene00003762","nlp-24",19,NA
"WBGene00185005","T03F6.10",19,NA
"WBGene00020611","txt-11",19,NA
"WBGene00017051","afmd-1",19,NA
"WBGene00022191","Y71H2B.1",19,NA
"WBGene00017168","F01F1.14",19,NA
"WBGene00304992","F35C12.7",19,NA
"WBGene00007246","nspb-10",19,NA
"WBGene00044922","Y43C5A.7",19,NA
"WBGene00045399","Y47G6A.33",19,NA
"WBGene00000731","col-158",19,NA
"WBGene00011753","T13F3.6",19,NA
"WBGene00045265","K10C2.8",19,NA
"WBGene00016558","pks-1",19,NA
"WBGene00020690","T22E5.1",19,NA
"WBGene00003169","mec-5",19,NA
"WBGene00007175","B0395.3",19,NA
"WBGene00017718","F22F4.5",19,NA
"WBGene00000493","che-14",19,NA
"WBGene00011571","ttr-46",19,NA
"WBGene00008342","frpr-5",19,NA
"WBGene00010646","K08C7.1",19,NA
"WBGene00015050","clec-51",19,NA
"WBGene00009898","dod-23",19,NA
"WBGene00001758","gst-10",19,NA
"WBGene00007693","cest-7",19,NA
"WBGene00017131","E04F6.15",19,NA
"WBGene00007363","stdh-1",19,NA
"WBGene00010067","dot-1.2",19,NA
"WBGene00008917","F17C11.6",19,NA
"WBGene00010943","M176.4",19,NA
"WBGene00000039","acn-1",19,NA
"WBGene00007959","C35C5.10",19,NA
"WBGene00009915","F52A8.1",19,NA
"WBGene00044452","Y102E9.5",19,NA
"WBGene00000298","cat-4",19,NA
"WBGene00013587","Y80D3A.9",19,NA
"WBGene00008629","cpt-5",19,NA
"WBGene00017065","D2092.4",19,NA
"WBGene00003847","blmp-1",19,NA
"WBGene00017336","ugt-41",19,NA
"WBGene00016918","test-1",19,NA
"WBGene00016877","C52D10.3",19,NA
"WBGene00020674","T22B7.7",19,NA
"WBGene00018465","F45E1.4",19,NA
"WBGene00020587","ugt-9",19,NA
"WBGene00000652","col-76",19,NA
"WBGene00016970","C56E6.2",19,NA
"WBGene00006408","tag-18",19,NA
"WBGene00001863","him-4",19,NA
"WBGene00006493","ivns-1",19,NA
"WBGene00019277","sgcb-1",19,NA
"WBGene00021136","W10G11.3",19,NA
"WBGene00000989","dhs-26",19,NA
"WBGene00010924","pycr-1",19,NA
"WBGene00001604","gln-3",19,NA
"WBGene00013484","Y69H2.9",19,NA
"WBGene00011498","T05G5.1",19,NA
"WBGene00009636","F42F12.4",19,NA
"WBGene00020708","dmd-8",19,NA
"WBGene00044988","W01A8.8",19,NA
"WBGene00012164","W01A8.2",19,NA
"WBGene00013904","ugt-6",19,NA
"WBGene00016274","C30G12.2",19,NA
"WBGene00018523","lact-1",19,NA
"WBGene00020315","T07E3.4",19,NA
"WBGene00010682","K08F8.5",19,NA
"WBGene00009824","gpdh-1",19,NA
"WBGene00019572","K09E2.3",19,NA
"WBGene00016892","pgph-3",19,NA
"WBGene00023492","T24D3.2",19,NA
"WBGene00019268","H41C03.1",19,NA
"WBGene00012866","afmd-2",19,NA
"WBGene00013514","Y73F4A.1",19,NA
"WBGene00007396","rnp-9",19,NA
"WBGene00020911","cpt-6",19,NA
"WBGene00002071","ile-2",19,NA
"WBGene00001993","hpd-1",19,NA
"WBGene00009213","thn-1",19,NA
"WBGene00018424","pgph-2",19,NA
"WBGene00003860","oig-2",19,NA
"WBGene00006016","srx-125",19,NA
"WBGene00017714","F22F1.2",19,NA
"WBGene00020808","clik-1",8,"Collagen and muscle function"
"WBGene00006819","unc-87",8,"Collagen and muscle function"
"WBGene00000779","cpn-3",8,"Collagen and muscle function"
"WBGene00019727","zig-12",8,"Collagen and muscle function"
"WBGene00001385","far-1",8,"Collagen and muscle function"
"WBGene00012812","Y43F8B.1",8,"Collagen and muscle function"
"WBGene00006794","unc-60",8,"Collagen and muscle function"
"WBGene00004112","pqn-22",8,"Collagen and muscle function"
"WBGene00009358","F33C8.4",8,"Collagen and muscle function"
"WBGene00006587","tnt-2",8,"Collagen and muscle function"
"WBGene00002978","lev-11",8,"Collagen and muscle function"
"WBGene00016722","C46G7.2",8,"Collagen and muscle function"
"WBGene00006634","tsp-8",8,"Collagen and muscle function"
"WBGene00020836","lgc-34",8,"Collagen and muscle function"
"WBGene00012252","W04E12.7",8,"Collagen and muscle function"
"WBGene00018407","F44B9.2",8,"Collagen and muscle function"
"WBGene00016018","C23H3.2",8,"Collagen and muscle function"
"WBGene00003991","pfn-3",8,"Collagen and muscle function"
"WBGene00007591","zipt-13",8,"Collagen and muscle function"
"WBGene00000754","col-181",8,"Collagen and muscle function"
"WBGene00000677","col-103",8,"Collagen and muscle function"
"WBGene00000680","col-106",8,"Collagen and muscle function"
"WBGene00001713","grl-4",8,"Collagen and muscle function"
"WBGene00001694","grd-5",8,"Collagen and muscle function"
"WBGene00001692","grd-3",8,"Collagen and muscle function"
"WBGene00000757","col-184",8,"Collagen and muscle function"
"WBGene00000673","col-98",8,"Collagen and muscle function"
"WBGene00013489","col-42",8,"Collagen and muscle function"
"WBGene00015056","B0222.5",8,"Collagen and muscle function"
"WBGene00008707","F11E6.3",8,"Collagen and muscle function"
"WBGene00015514","nlp-77",8,"Collagen and muscle function"
"WBGene00000609","col-20",8,"Collagen and muscle function"
"WBGene00018250","F40H3.2",8,"Collagen and muscle function"
"WBGene00000675","col-101",8,"Collagen and muscle function"
"WBGene00022072","cpg-9",8,"Collagen and muscle function"
